Customer ID,Recency,Frequency,Monetary,AvgOrderValue,Lifespan,PurchaseFrequency,Recency_Frequency,Monetary_Frequency,CLV_Segment
12451.0,11,5,9035.52,25.524067796610172,313,0.01592356687898089,55,45177.600000000006,2
12452.0,17,2,430.57000000000005,19.57136363636364,0,2.0,34,861.1400000000001,1
12453.0,134,1,707.09,16.443953488372095,0,1.0,134,707.09,1
12454.0,56,1,3528.34,235.22266666666667,0,1.0,56,3528.34,2
12455.0,73,6,2466.86,27.409555555555556,223,0.026785714285714284,438,14801.16,2
12456.0,44,3,3181.04,25.44832,210,0.014218009478672985,132,9543.119999999999,2
12457.0,66,7,2363.23,38.11661290322581,172,0.04046242774566474,462,16542.61,2
12458.0,71,2,947.4,24.931578947368422,213,0.009345794392523364,142,1894.8,1
12461.0,94,2,826.88,23.62514285714286,60,0.03278688524590164,188,1653.76,1
12462.0,19,2,1189.59,19.186935483870965,284,0.007017543859649123,38,2379.18,2
12463.0,53,4,1344.78,16.202168674698793,188,0.021164021164021163,212,5379.12,2
12464.0,10,8,1212.05,41.79482758620689,299,0.02666666666666667,80,9696.4,2
12465.0,17,2,742.19,15.791276595744682,152,0.013071895424836602,34,1484.38,1
12468.0,188,2,729.54,19.198421052631577,128,0.015503875968992248,376,1459.08,1
12472.0,32,7,6572.11,19.386755162241887,336,0.020771513353115726,224,46004.77,2
12473.0,29,5,3928.05,23.521257485029942,162,0.03067484662576687,145,19640.25,2
12474.0,17,18,7324.09,17.355663507109004,312,0.05750798722044728,306,131833.62,2
12475.0,54,1,723.38,20.093888888888888,0,1.0,54,723.38,1
12476.0,16,11,6816.42,29.255021459227468,345,0.031791907514450865,176,74980.62,2
12477.0,23,6,13219.74,44.065799999999996,278,0.021505376344086023,138,79318.44,2
12478.0,4,1,680.99,18.91638888888889,0,1.0,4,680.99,1
12479.0,11,1,527.2,17.006451612903227,0,1.0,11,527.2,1
12480.0,28,4,3281.63,21.309285714285714,307,0.012987012987012988,112,13126.52,2
12481.0,23,10,5579.82,25.8325,342,0.029154518950437316,230,55798.2,2
12483.0,17,8,2484.98,33.133066666666664,322,0.02476780185758514,136,19879.84,2
12484.0,33,6,4527.32,13.199183673469387,303,0.019736842105263157,198,27163.92,2
12488.0,10,3,1298.66,23.612000000000002,65,0.045454545454545456,30,3895.9800000000005,2
12489.0,336,1,334.93,22.328666666666667,0,1.0,336,334.93,0
12490.0,5,10,5417.93,22.114,324,0.03076923076923077,50,54179.3,2
12491.0,39,1,460.40000000000003,17.70769230769231,0,1.0,39,460.40000000000003,1
12492.0,63,2,263.21000000000004,13.160500000000003,42,0.046511627906976744,126,526.4200000000001,0
12493.0,166,2,433.74,19.715454545454545,31,0.0625,332,867.48,1
12494.0,16,7,1246.1,16.18311688311688,349,0.02,112,8722.699999999999,2
12497.0,82,1,1043.1,74.50714285714285,0,1.0,82,1043.1,1
12498.0,21,3,403.70000000000005,17.55217391304348,36,0.08108108108108109,63,1211.1000000000001,1
12500.0,23,11,4257.82,69.80032786885245,310,0.03536977491961415,253,46836.02,2
12501.0,337,1,2169.39,14.559664429530201,0,1.0,337,2169.39,2
12502.0,96,5,3723.87,25.332448979591835,214,0.023255813953488372,480,18619.35,2
12504.0,18,2,482.04999999999995,53.5611111111111,12,0.15384615384615385,36,964.0999999999999,1
12506.0,233,1,73.5,3.1956521739130435,0,1.0,233,73.5,0
12507.0,134,3,1304.81,62.13380952380952,164,0.01818181818181818,402,3914.43,2
12508.0,26,2,397.88,5.851176470588236,2,0.6666666666666666,52,795.76,1
12509.0,284,1,176.5,25.214285714285715,0,1.0,284,176.5,0
12510.0,143,2,982.5699999999999,29.774848484848484,182,0.01092896174863388,286,1965.1399999999999,1
12512.0,66,2,132.18,4.263870967741935,0,2.0,132,264.36,0
12513.0,113,1,612.29,17.494,0,1.0,113,612.29,1
12514.0,267,1,1017.6800000000001,19.95450980392157,0,1.0,267,1017.6800000000001,1
12515.0,353,1,383.7,23.98125,0,1.0,353,383.7,0
12516.0,78,2,1312.06,50.46384615384615,102,0.019417475728155338,156,2624.12,2
12517.0,28,5,2481.6,8.894623655913978,161,0.030864197530864196,140,12408.0,2
12518.0,1,5,2056.89,16.58782258064516,109,0.045454545454545456,5,10284.449999999999,2
12519.0,64,1,330.84000000000003,19.46117647058824,0,1.0,64,330.84000000000003,0
12520.0,79,5,2634.26,17.330657894736845,194,0.02564102564102564,395,13171.300000000001,2
12521.0,143,1,599.68,15.781052631578946,0,1.0,143,599.68,1
12522.0,39,2,192.72,16.06,12,0.15384615384615385,78,385.44,0
12523.0,19,11,1789.77,16.884622641509434,312,0.03514376996805112,209,19687.47,2
12524.0,9,8,4485.72,31.150833333333335,324,0.024615384615384615,72,35885.76,2
12526.0,1,3,1316.66,18.54450704225352,93,0.031914893617021274,3,3949.9800000000005,2
12527.0,82,3,348.71000000000004,19.37277777777778,243,0.012295081967213115,246,1046.13,0
12528.0,9,6,1933.48,21.01608695652174,303,0.019736842105263157,54,11600.880000000001,2
12530.0,60,4,1662.28,25.186060606060607,277,0.014388489208633094,240,6649.12,2
12531.0,15,1,125.22,7.365882352941177,0,1.0,15,125.22,0
12532.0,30,1,349.83000000000004,21.864375000000003,0,1.0,30,349.83000000000004,0
12534.0,131,1,1089.18,17.28857142857143,0,1.0,131,1089.18,1
12535.0,92,2,716.35,21.069117647058825,94,0.021052631578947368,184,1432.7,1
12536.0,43,3,12601.830000000002,48.282873563218395,15,0.1875,129,37805.490000000005,2
12538.0,29,1,363.95,17.33095238095238,0,1.0,29,363.95,0
12539.0,22,4,5568.35,20.396886446886448,311,0.01282051282051282,88,22273.4,2
12540.0,20,17,13400.24,28.03397489539749,342,0.04956268221574344,340,227804.08,2
12541.0,30,3,981.18,18.868846153846153,251,0.011904761904761904,90,2943.54,1
12544.0,36,1,372.7,19.61578947368421,0,1.0,36,372.7,0
12545.0,75,2,1000.39,20.0078,184,0.010810810810810811,150,2000.78,1
12546.0,47,2,1161.5,16.833333333333332,31,0.0625,94,2323.0,2
12547.0,198,2,207.8,25.975,82,0.024096385542168676,396,415.6,0
12548.0,166,1,95.19999999999999,19.04,0,1.0,166,95.19999999999999,0
12550.0,79,1,964.83,16.92684210526316,0,1.0,79,964.83,1
12551.0,358,1,168.0,16.8,0,1.0,358,168.0,0
12552.0,39,2,437.82,21.891,0,2.0,78,875.64,1
12553.0,8,10,3692.28,19.33130890052356,321,0.031055900621118012,80,36922.8,2
12556.0,50,2,599.56,5.038319327731092,100,0.019801980198019802,100,1199.12,1
12557.0,16,5,11990.960000000001,363.36242424242425,355,0.014044943820224719,80,59954.8,2
12558.0,8,1,269.96,24.54181818181818,0,1.0,8,269.96,0
12559.0,311,2,561.71,26.74809523809524,8,0.2222222222222222,622,1123.42,1
12560.0,5,3,2134.01,20.323904761904764,137,0.021739130434782608,15,6402.030000000001,2
12561.0,303,1,238.85,14.928125,0,1.0,303,238.85,0
12562.0,8,7,3781.7400000000002,22.510357142857146,190,0.03664921465968586,56,26472.18,2
12564.0,261,1,456.90000000000003,21.75714285714286,0,1.0,261,456.90000000000003,1
12565.0,289,1,145.92000000000002,16.213333333333335,0,1.0,289,145.92000000000002,0
12566.0,86,1,351.65,18.507894736842104,0,1.0,86,351.65,0
12567.0,23,10,9401.28,21.079103139013455,346,0.02881844380403458,230,94012.8,2
12569.0,2,32,4124.6900000000005,21.93984042553192,250,0.12749003984063745,64,131990.08000000002,2
12571.0,40,2,519.61,15.28264705882353,81,0.024390243902439025,80,1039.22,1
12572.0,9,2,1020.4200000000001,17.007,43,0.045454545454545456,18,2040.8400000000001,1
12573.0,227,1,160.54000000000002,5.733571428571429,0,1.0,227,160.54000000000002,0
12574.0,316,1,218.45000000000002,19.85909090909091,0,1.0,316,218.45000000000002,0
12576.0,36,5,1315.83,14.952613636363635,268,0.01858736059479554,180,6579.15,2
12577.0,35,3,626.6,4.291780821917809,323,0.009259259259259259,105,1879.8000000000002,1
12578.0,21,2,2794.51,24.51324561403509,308,0.006472491909385114,42,5589.02,2
12579.0,78,1,440.42,15.18689655172414,0,1.0,78,440.42,1
12580.0,247,1,415.7,17.320833333333333,0,1.0,247,415.7,1
12581.0,40,1,197.71,13.180666666666667,0,1.0,40,197.71,0
12582.0,239,2,511.36,23.243636363636366,49,0.04,478,1022.72,1
12583.0,3,15,7281.38,29.47927125506073,370,0.04043126684636118,45,109220.7,2
12584.0,4,9,2338.15,24.355729166666666,276,0.032490974729241874,36,21043.350000000002,2
12585.0,234,2,2040.1,23.44942528735632,117,0.01694915254237288,468,4080.2,2
12586.0,17,1,196.94000000000003,17.903636363636366,0,1.0,17,196.94000000000003,0
12587.0,8,1,144.0,36.0,0,1.0,8,144.0,0
12588.0,39,1,214.89999999999998,21.49,0,1.0,39,214.89999999999998,0
12589.0,29,2,646.68,18.47657142857143,115,0.017241379310344827,58,1293.36,1
12590.0,211,2,9864.26,145.06264705882353,0,2.0,422,19728.52,2
12591.0,317,1,452.84999999999997,17.41730769230769,0,1.0,317,452.84999999999997,1
12592.0,92,2,437.6,24.311111111111114,121,0.01639344262295082,184,875.2,1
12593.0,109,3,418.1,19.90952380952381,110,0.02702702702702703,327,1254.3000000000002,1
12594.0,38,10,3338.2200000000003,28.290000000000003,285,0.03496503496503497,380,33382.200000000004,2
12596.0,51,2,618.27,22.898888888888887,190,0.010471204188481676,102,1236.54,1
12597.0,19,4,3811.22,18.50106796116505,248,0.01606425702811245,76,15244.88,2
12598.0,10,8,3023.08,22.902121212121212,275,0.028985507246376812,80,24184.64,2
12599.0,29,7,1032.58,16.654516129032256,275,0.025362318840579712,203,7228.0599999999995,1
12600.0,29,10,2599.04,40.61,342,0.029154518950437316,290,25990.4,2
12601.0,190,5,577.0600000000001,20.609285714285715,142,0.03496503496503497,950,2885.3,1
12602.0,59,1,153.12,12.76,0,1.0,59,153.12,0
12603.0,22,1,739.1999999999999,369.59999999999997,0,1.0,22,739.1999999999999,1
12604.0,79,2,254.18,15.88625,182,0.01092896174863388,158,508.36,0
12607.0,60,1,1579.51,15.63871287128713,0,1.0,60,1579.51,2
12609.0,78,3,1126.85,18.78083333333333,240,0.012448132780082987,234,3380.5499999999997,1
12610.0,23,5,2099.54,19.80698113207547,103,0.04807692307692308,115,10497.7,2
12611.0,52,1,1193.32,18.35876923076923,0,1.0,52,1193.32,2
12612.0,74,1,704.04,37.054736842105264,0,1.0,74,704.04,1
12613.0,57,5,3344.38,21.858692810457516,204,0.024390243902439025,285,16721.9,2
12614.0,278,1,315.6,15.780000000000001,0,1.0,278,315.6,0
12615.0,2,4,2291.19,21.820857142857143,166,0.023952095808383235,8,9164.76,2
12616.0,95,2,713.3,22.290625,202,0.009852216748768473,190,1426.6,1
12617.0,29,1,352.98,8.609268292682927,0,1.0,29,352.98,0
12618.0,22,1,177.31,16.11909090909091,0,1.0,22,177.31,0
12619.0,16,9,3641.24,40.45822222222222,237,0.037815126050420166,144,32771.159999999996,2
12620.0,15,3,1339.41,14.558804347826088,189,0.015789473684210527,45,4018.2300000000005,2
12621.0,2,20,13689.67,29.31406852248394,364,0.0547945205479452,40,273793.4,2
12622.0,232,1,180.1,16.37272727272727,0,1.0,232,180.1,0
12623.0,276,1,305.1,16.950000000000003,0,1.0,276,305.1,0
12624.0,106,2,641.13,16.87184210526316,71,0.027777777777777776,212,1282.26,1
12625.0,212,2,2683.82,31.207209302325584,107,0.018518518518518517,424,5367.64,2
12626.0,23,9,6620.4800000000005,22.518639455782314,303,0.029605263157894735,207,59584.32000000001,2
12627.0,11,7,4478.53,19.47186956521739,129,0.05384615384615385,77,31349.71,2
12628.0,4,3,786.46,19.181951219512197,60,0.04918032786885246,12,2359.38,1
12630.0,10,2,1270.88,19.8575,34,0.05714285714285714,20,2541.76,2
12631.0,57,1,640.5,20.661290322580644,0,1.0,57,640.5,1
12633.0,59,4,2163.98,21.425544554455445,229,0.017391304347826087,236,8655.92,2
12635.0,90,2,1689.18,16.724554455445546,65,0.030303030303030304,180,3378.36,2
12637.0,67,8,6002.9,15.714397905759162,256,0.0311284046692607,536,48023.2,2
12638.0,33,1,671.69,17.222820512820515,0,1.0,33,671.69,1
12639.0,239,1,486.1,22.095454545454547,0,1.0,239,486.1,1
12640.0,24,3,1174.58,22.16188679245283,57,0.05172413793103448,72,3523.74,2
12641.0,115,1,185.9,18.59,0,1.0,115,185.9,0
12642.0,25,3,1013.26,21.558723404255318,82,0.03614457831325301,75,3039.7799999999997,1
12643.0,128,6,3344.64,139.35999999999999,204,0.02926829268292683,768,20067.84,2
12644.0,130,1,477.90999999999997,15.416451612903225,0,1.0,130,477.90999999999997,1
12645.0,34,4,1775.18,24.31753424657534,282,0.014134275618374558,136,7100.72,2
12646.0,5,2,1346.97,29.932666666666666,44,0.044444444444444446,10,2693.94,2
12647.0,22,12,3722.82,30.76710743801653,346,0.0345821325648415,264,44673.840000000004,2
12648.0,155,1,318.05,15.145238095238096,0,1.0,155,318.05,0
12649.0,107,3,623.51,20.113225806451613,105,0.02830188679245283,321,1870.53,1
12650.0,3,1,314.44,15.722,0,1.0,3,314.44,0
12651.0,335,1,114.0,12.666666666666666,0,1.0,335,114.0,0
12652.0,331,1,919.98,19.16625,0,1.0,331,919.98,1
12653.0,149,2,2209.85,51.391860465116274,147,0.013513513513513514,298,4419.7,2
12654.0,11,5,601.98,15.841578947368422,284,0.017543859649122806,55,3009.9,1
12656.0,17,5,4051.17,32.152142857142856,216,0.02304147465437788,85,20255.85,2
12657.0,11,4,1643.18,34.961276595744685,67,0.058823529411764705,44,6572.72,2
12658.0,19,1,686.05,19.056944444444444,0,1.0,19,686.05,1
12659.0,30,1,91.68,18.336000000000002,0,1.0,30,91.68,0
12660.0,11,1,245.10000000000002,18.853846153846156,0,1.0,11,245.10000000000002,0
12662.0,1,11,3849.78,16.73817391304348,372,0.029490616621983913,11,42347.58,2
12664.0,8,9,4881.88,131.94270270270272,314,0.02857142857142857,72,43936.92,2
12665.0,325,1,63.0,21.0,0,1.0,325,63.0,0
12667.0,58,1,620.13,18.791818181818183,0,1.0,58,620.13,1
12668.0,12,4,3807.15,23.64689440993789,343,0.011627906976744186,48,15228.6,2
12669.0,151,3,2744.0299999999997,27.168613861386135,105,0.02830188679245283,453,8232.09,2
12670.0,10,5,2996.05,32.56576086956522,222,0.02242152466367713,50,14980.25,2
12672.0,330,1,225.9,22.59,0,1.0,330,225.9,0
12673.0,5,2,610.52,14.536190476190475,321,0.006211180124223602,10,1221.04,1
12674.0,39,4,1970.6,23.742168674698792,169,0.023529411764705882,156,7882.4,2
12676.0,25,6,1331.39,29.586444444444446,286,0.020905923344947737,150,7988.34,2
12678.0,42,12,17628.46,106.83915151515151,311,0.038461538461538464,504,211541.52,2
12679.0,59,4,1113.02,23.187916666666666,225,0.017699115044247787,236,4452.08,1
12680.0,1,4,880.81,16.619056603773583,112,0.035398230088495575,4,3523.24,1
12681.0,15,22,13787.54,21.610564263322885,353,0.062146892655367235,330,303325.88,2
12682.0,4,31,12279.82,23.434770992366413,367,0.08423913043478261,124,380674.42,2
12683.0,4,15,8476.57,24.641191860465117,361,0.04143646408839779,60,127148.54999999999,2
12684.0,8,7,2283.63,21.748857142857144,205,0.03398058252427184,56,15985.41,2
12685.0,28,6,2863.08,18.236178343949042,65,0.09090909090909091,168,17178.48,2
12686.0,372,1,89.14,12.734285714285715,0,1.0,372,89.14,0
12688.0,114,1,4873.81,28.50181286549708,0,1.0,114,4873.81,2
12689.0,26,2,1247.6100000000001,17.327916666666667,101,0.0196078431372549,52,2495.2200000000003,2
12690.0,206,1,389.01,24.313125,0,1.0,206,389.01,1
12691.0,28,6,1035.8,32.36875,329,0.01818181818181818,168,6214.799999999999,1
12693.0,127,4,855.91,21.946410256410257,192,0.02072538860103627,508,3423.64,1
12694.0,70,2,869.67,23.504594594594593,112,0.017699115044247787,140,1739.34,1
12695.0,7,4,582.1,21.55925925925926,203,0.0196078431372549,28,2328.4,1
12697.0,29,3,957.59,23.355853658536585,140,0.02127659574468085,87,2872.77,1
12700.0,8,4,4939.99,18.432798507462685,207,0.019230769230769232,32,19759.96,2
12701.0,80,2,797.71,15.051132075471699,162,0.012269938650306749,160,1595.42,1
12702.0,20,1,219.0,18.25,0,1.0,20,219.0,0
12703.0,71,1,283.55,13.502380952380953,0,1.0,71,283.55,0
12704.0,7,8,2340.84,26.600454545454546,162,0.049079754601226995,56,18726.72,2
12705.0,15,9,6868.29,20.56374251497006,341,0.02631578947368421,135,61814.61,2
12707.0,292,1,603.42,18.285454545454545,0,1.0,292,603.42,1
12708.0,30,10,2712.91,17.27968152866242,338,0.029498525073746312,300,27129.1,2
12709.0,15,15,9706.52,46.891400966183575,351,0.04261363636363636,225,145597.80000000002,2
12710.0,97,3,1149.02,14.922337662337663,104,0.02857142857142857,291,3447.06,1
12712.0,29,13,4396.13,33.053609022556394,342,0.037900874635568516,377,57149.69,2
12713.0,1,1,848.55,22.330263157894734,0,1.0,1,848.55,1
12714.0,9,5,4708.86,18.18092664092664,285,0.017482517482517484,45,23544.3,2
12715.0,106,1,343.36,17.168,0,1.0,106,343.36,0
12716.0,4,2,1053.49,15.267971014492753,129,0.015384615384615385,8,2106.98,1
12717.0,151,2,1030.98,18.74509090909091,94,0.021052631578947368,302,2061.96,1
12718.0,71,1,238.25,12.539473684210526,0,1.0,71,238.25,0
12719.0,5,2,644.95,16.53717948717949,59,0.03333333333333333,10,1289.9,1
12720.0,3,25,5781.7300000000005,16.33257062146893,366,0.0681198910081744,75,144543.25,2
12721.0,32,6,2656.13,16.497701863354038,323,0.018518518518518517,192,15936.78,2
12722.0,85,4,997.63,18.82320754716981,65,0.06060606060606061,340,3990.52,1
12723.0,4,5,725.07,10.508260869565218,61,0.08064516129032258,20,3625.3500000000004,1
12724.0,5,4,1031.41,19.460566037735852,327,0.012195121951219513,20,4125.64,1
12725.0,371,1,427.8,17.825,0,1.0,371,427.8,1
12726.0,28,7,2609.1,21.041129032258063,329,0.021212121212121213,196,18263.7,2
12727.0,11,7,3980.7000000000003,28.63812949640288,309,0.02258064516129032,77,27864.9,2
12728.0,71,4,836.33,18.18108695652174,261,0.015267175572519083,284,3345.32,1
12729.0,114,1,453.01,17.423461538461538,0,1.0,114,453.01,1
12731.0,24,12,18895.91,68.96317518248175,341,0.03508771929824561,288,226750.91999999998,2
12732.0,180,1,236.26000000000002,19.688333333333336,0,1.0,180,236.26000000000002,0
12733.0,234,1,383.95,17.452272727272728,0,1.0,234,383.95,0
12734.0,353,1,110.39999999999999,27.599999999999998,0,1.0,353,110.39999999999999,0
12735.0,315,2,779.5699999999999,18.12953488372093,21,0.09090909090909091,630,1559.1399999999999,1
12736.0,333,1,234.0,58.5,0,1.0,333,234.0,0
12738.0,372,1,155.35,14.122727272727273,0,1.0,372,155.35,0
12739.0,78,2,1013.04,26.658947368421053,20,0.09523809523809523,156,2026.08,1
12740.0,64,1,427.6,15.837037037037037,0,1.0,64,427.6,1
12743.0,134,2,540.13,4.123129770992366,0,2.0,268,1080.26,1
12747.0,2,11,4196.01,40.737961165048546,366,0.02997275204359673,22,46156.11,2
12749.0,4,5,4090.88,20.55718592964824,209,0.023809523809523808,20,20454.4,2
12750.0,129,1,275.88,18.392,0,1.0,129,275.88,0
12752.0,81,1,4366.78,82.3920754716981,0,1.0,81,4366.78,2
12754.0,236,3,3010.74,47.78952380952381,72,0.0410958904109589,708,9032.22,2
12755.0,281,2,3811.9500000000003,952.9875000000001,85,0.023255813953488372,562,7623.900000000001,2
12756.0,87,1,112.08,28.02,0,1.0,87,112.08,0
12757.0,16,13,7834.650000000001,21.52376373626374,195,0.0663265306122449,208,101850.45000000001,2
12758.0,117,2,2791.59,28.779278350515465,159,0.0125,234,5583.18,2
12759.0,52,3,1531.44,16.12042105263158,223,0.013392857142857142,156,4594.32,2
12762.0,8,2,1898.52,27.51478260869565,17,0.1111111111111111,16,3797.04,2
12763.0,138,2,494.08,27.448888888888888,230,0.008658008658008658,276,988.16,1
12764.0,317,1,1693.88,37.64177777777778,0,1.0,317,1693.88,2
12766.0,4,7,6989.63,22.547193548387096,362,0.01928374655647383,28,48927.41,2
12769.0,239,1,1143.6,35.7375,0,1.0,239,1143.6,1
12770.0,211,1,1351.45,112.62083333333334,0,1.0,211,1351.45,2
12772.0,60,1,892.47,16.226727272727274,0,1.0,60,892.47,1
12775.0,17,5,1386.04,21.00060606060606,294,0.01694915254237288,85,6930.2,2
12778.0,20,6,822.23,16.4446,292,0.020477815699658702,120,4933.38,1
12779.0,38,8,3981.36,26.72053691275168,333,0.023952095808383235,304,31850.88,2
12781.0,64,2,826.74,33.0696,221,0.009009009009009009,128,1653.48,1
12782.0,5,5,2330.92,22.630291262135923,352,0.014164305949008499,25,11654.6,2
12783.0,2,6,2225.91,26.49892857142857,73,0.08108108108108109,12,13355.46,2
12784.0,9,2,532.82,9.347719298245615,6,0.2857142857142857,18,1065.64,1
